Ticker,Name,Industry,Stock Price,Book value per Share,Cash per Share,Dividend per Share,EPS (Basic),Revenue per Share,Shareholders Equity per Share
BHF,"Brighthouse Financial, Inc.",Insurance Life,49.05,189.7158,43.2421,0,-11.59,89.5053,189.7158
FIZZ,National Beverage Corp.,Beverages Non Alcoholic,45.13,3.8279,2.0816,0,1.86,11.5269,3.8279
TKC,Turkcell Iletisim Hizmetleri AS,Telecom Services,4.82,1.2821,0.7749,0.0534,0.2612,1.7952,1.2821
BIGC,"BigCommerce Holdings, Inc.",Software Application,59.45,3.1183,3.1737,0.1843,-0.55,2.192,3.1183
MSP,Datto Holding Corp.,Software Application,25.94,10.4807,1.0555,0,0.14,3.2211,10.4807
SKLZ,Skillz Inc.,Electronic Gaming & Multimedia,10.85,0.1928,0.892,0,-0.42,0.7812,0.1928
BOX,"Box, Inc.",Software Infrastructure,25.85,0.9689,3.8178,0,-0.28,4.9456,0.9689
SIG,Signet Jewelers Limited,Luxury Goods,80.29,35.25,22.5577,0.3731,-0.94,100.5173,35.25
ARVN,"Arvinas, Inc.",Biotechnology,85.42,16.2455,17.416,0,-3.02,0.5515,16.2455
ALRM,"Alarm.com Holdings, Inc.",Software Application,83.71,9.5557,5.1779,0,1.53,12.6251,9.5557
CDNA,"CareDx, Inc.",Diagnostics & Research,79.83,5.9739,4.8342,0,-0.4,4.1348,5.9739
UNF,Unifirst Corporation,Specialty Business Services,228.83,92.0239,25.107,0.8299,7.46,95.3623,92.0239
FSR,Fisker Inc.,Auto Manufacturers,14.04,6.7168,7.3388,0,-0.96,0,6.7168
NVRO,Nevro Corp.,Medical Devices,118.98,11.5347,17.4588,0,-2.47,10.7504,11.5347
SDGR,"Schrodinger, Inc.",Health Information Services,58.61,10.396,10.7154,0,-0.41,1.8008,10.396
ICUI,"ICU Medical, Inc.",Medical Instruments & Supplies,195.03,71.5238,19.5714,0,4.02,60.5238,71.5238
NARI,"Inari Medical, Inc.",Medical Devices,83.21,6.2513,5.1277,0,0.27,4.3601,6.2513
PDCE,"PDC Energy, Inc.",Oil & Gas E&P,41.61,26.6939,0.0306,0,-7.37,11.8265,26.6939
AVT,"Avnet, Inc.",Electronics & Computer Distribution,41.14,41.2525,2.0202,0.8516,1.93,197.3232,41.2525
RVLV,"Revolve Group, Inc.",Internet Retail,56.75,2.8674,2.0927,0,0.79,8.322,2.8674
BTG,B2Gold Corp,Gold,3.9,2.4662,0.4598,0.1193,0.6358,1.8054,2.4662
ALSN,"Allison Transmission Holdings, Inc.",Auto Parts,37.67,6.6316,2.7193,0.6842,2.62,18.2544,6.6316
KNSL,"Kinsale Capital Group, Inc.",Insurance Property & Casualty,180.79,25.8183,3.4541,0.3617,3.87,20.6051,25.8183
UNVR,Univar Solutions Inc.,Chemicals,24.11,10.6036,2.2899,0,0.31,48.9053,10.6036
CMC,Commercial Metals Company,Steel,33.8,15.8739,4.5546,0.4795,2.32,46.0168,15.8739
MNSO,MINISO Group Holding Limited Unsponsored ADR,Specialty Retail,13.33,3.4318,3.5485,0,-0.03,4.68,3.4318
WNS,WNS (Holdings) Limited,Specialty Business Services,82.86,13.7444,6.2091,0,2.06,18.3388,13.7444
SEB,Seaboard Corporation,Conglomerates,4072.78,3828,1541,10,243.65,7126,3828
KNBE,"KnowBe4, Inc.",Software Infrastructure,24,-0.0189,0.5109,0,-0.01,1.0441,-0.0189
CBU,"Community Bank System, Inc.",Banks Regional,75.16,39.7213,31.0711,1.6449,3.08,11.3596,39.7213
LIVN,LivaNova PLC,Medical Devices,82.93,22.8367,5.1633,0,-7.1,19.0612,22.8367
SNDR,"Schneider National, Inc.",Trucking,22.79,11.6158,2.5028,2.2599,1.19,25.7232,11.6158
SWX,Southwest Gas Corporation,Utilities Regulated Gas,69.2,47.7679,1.4821,2.2411,4.14,58.9107,47.7679
CWK,Cushman & Wakefield PLC,Real Estate Services,18.17,4.9548,5.267,0,-1,35.4932,4.9548
HWC,Hancock Whitney Corporation,Banks Regional,46.66,39.5287,21.3804,1.0989,-0.54,14.2989,39.5287
SUM,"Summit Materials, Inc.",Building Materials,34.39,14.0175,3.6667,0,1.2,20.4561,14.0175
JAMF,Jamf Holding Corp.,Software Application,34.31,7.4833,1.7905,0,-0.21,2.4741,7.4833
EXLS,"ExlService Holdings, Inc.",Information Technology Services,120.48,20.9784,11.9043,0,2.59,27.9644,20.9784
CXM,"Sprinklr, Inc.",Software Application,16.18,0.7317,1.1239,0,-0.17,1.5493,0.7317
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,88.76,33.5751,5.4821,0,5.45,18.0055,33.5751
MXL,"MaxLinear, Inc",Semiconductors,53.02,5.3464,2.0374,0,-1.35,6.5442,5.3464
MMSI,"Merit Medical Systems, Inc.",Medical Instruments & Supplies,71.67,17.2999,1.0282,0,-0.18,17.3871,17.2999
NOVA,Sunnova Energy International Inc.,Solar,35.88,10.834,3.2206,0,-2.87,1.8302,10.834
NAVI,Navient Corporation,Credit Services,23.08,12.6062,18.3264,0.6373,2.12,19.3161,12.6062
SEAS,"SeaWorld Entertainment, Inc.",Leisure,50.84,-1.3556,5.5631,0,-3.99,5.5219,-1.3556
DQ,DAQO New Energy Corp.,Semiconductor Equipment & Materials,54.47,10.8002,1.6616,0,0.36,9.5132,10.8002
VNE,"Veoneer, Inc.",Auto Parts,35.88,11.0625,6.7679,0,-4.89,12.2589,11.0625
SFBS,"ServisFirst Bancshares, Inc.",Banks Regional,74.05,18.4234,41.0703,0.5243,3.13,6.7934,18.4234
MPLN,MultiPlan Corporation,Healthcare Plans,6.1,5.431,0.2696,0,-1.11,1.9915,5.431
MARA,"Marathon Digital Holdings, Inc.",Capital Markets,40.2,3.8294,1.7639,0,-0.13,0.0535,3.8294
KBH,KB Home,Residential Construction,43.46,29.6222,7.5889,0.4229,3.13,46.4778,29.6222
NKLA,Nikola Corporation,Auto Manufacturers,10.13,2.9448,2.5208,0,-1.19,0.0003,2.9448
MC,Moelis & Company,Capital Markets,63.27,8.4856,3.5887,5.0015,2.95,16.6755,8.4856
HPP,"Hudson Pacific Properties, Inc.",Reit Office,26.42,25.9132,0.9766,1.0122,0,5.2599,25.9132
AIMC,Altra Industrial Motion Corp.,Specialty Industrial Machinery,61.33,30.9087,3.9381,0.4303,-0.39,26.7183,30.9087
WWE,"World Wrestling Entertainment, Inc.",Entertainment,52,5.0152,7.6453,0.4802,1.56,12.56,5.0152
TGNA,TEGNA Inc.,Broadcasting,17.9,9.4658,0.1872,0.3492,2.19,13.4155,9.4658
FELE,"Franklin Electric Co., Inc.",Specialty Industrial Machinery,85.26,18.4348,2.8478,0.6451,2.14,27.1087,18.4348
ARNC,Arconic Corporation,Specialty Industrial Machinery,35.98,13.1468,7.2202,0,-1,52.0642,13.1468
PSTH,"Pershing Square Tontine Holdings, Ltd.",Shell Companies,19.77,19.86,0.125,0,-0.01,0,19.86
CIXX,CI Financial Corp.,Asset Management,19.47,5.8001,5.8294,0.5415,1.66,7.1496,5.8001
DOC,Physicians Realty Trust,Reit Healthcare Facilities,18.31,12.9306,0.0147,0.9142,0.31,2.1477,12.9306
GT,The Goodyear Tire & Rubber Company,Auto Parts,16.17,13.1538,6.9402,0.1581,-5.35,52.6538,13.1538
BKU,"BankUnited, Inc.",Banks Regional,42.87,32.4239,4.323,0.9405,2.06,9.5761,32.4239
ROG,Rogers Corporation,Electronic Components,210.59,54.6545,10.2778,0,2.67,42.9625,54.6545
BCO,Brink's Company (The),Security & Protection Services,78.86,2.58,18.86,0.938,0.32,73.82,2.58
ADNT,Adient PLC,Auto Parts,41.92,12.9043,18,0,-5.83,134.7872,12.9043
JBGS,JBG SMITH Properties,Reit Office,29.94,24.0238,1.9708,1.0123,-0.49,4.5164,24.0238
LGIH,"LGI Homes, Inc.",Residential Construction,158.2,45.56,1.44,0,12.76,94.72,45.56
RETA,"Reata Pharmaceuticals, Inc.",Biotechnology,108.24,12.3832,24.2706,0,-7.35,0.2676,12.3832
ETRN,Equitrans Midstream Corporation,Oil & Gas Midstream,9.07,11.314,0.6047,0.8093,1.06,4.3924,11.314
CNMD,CONMED Corporation,Medical Devices,134.45,24.8067,0.9447,0.7984,0.32,30.1061,24.8067
ORA,"Ormat Technologies, Inc.",Utilities Renewable,69.82,35.0224,10.4136,0.4358,1.65,13.6782,35.0224
HRI,Herc Holdings Inc.,Rental & Leasing Services,131.96,25.5862,1.1379,0,2.51,61.4138,25.5862
BNL,"Broadstone Net Lease, Inc.",Reit Diversified,26.72,21.1616,0.8578,0.671,0.4,2.5553,21.1616
SITM,SiTime Corporation,Semiconductors,205.8,6.8401,4.577,0,-0.58,7.2308,6.8401
CCMP,"CMC Materials, Inc.",Semiconductor Equipment & Materials,132.89,37.0345,8.8621,1.7373,4.83,38.4828,37.0345
ASO,"Academy Sports and Outdoors, Inc.",Specialty Retail,42.19,14.2573,4.8414,0,3.96,72.9445,14.2573
LYEL,"Lyell Immunopharma, Inc.",Biotechnology,16.23,-1.1863,2.4845,0,-0.84,0.0315,-1.1863
ITRI,"Itron, Inc.",Scientific & Technical Instruments,85.72,20.2966,5.1425,0,-1.44,53.9922,20.2966
CERE,"Cerevel Therapeutics Holdings, Inc.",Biotechnology,30.34,5.2214,5.2092,0,-2.01,0,5.2214
GOLF,Acushnet Holdings Corp.,Leisure,51.76,13.2091,2.027,0.6778,1.29,21.6416,13.2091
TIGO,Millicom International Cellular SA,Telecom Services,37.73,20.4747,12.2703,0,-3.8277,46.4864,20.4747
OGS,"ONE Gas, Inc.",Utilities Regulated Gas,71.75,42.1321,0.1509,2.158,3.68,28.8679,42.1321
PPBI,Pacific Premier Bancorp Inc,Banks Regional,40.92,34.6801,11.1554,1.0087,0.75,8.1497,34.6801
SWTX,SpringWorks Therapeutics Inc.,Biotechnology,79.05,12.8651,11.7433,0,-1.05,0.8083,12.8651
TPTX,"Turning Point Therapeutics, Inc.",Biotechnology,77.53,27.1767,27.495,0,-3.85,0.6121,27.1767
AGO,Assured Guaranty Ltd.,Insurance Specialty,50.72,77.2442,1.8837,0.2791,4.22,11.4186,77.2442
FRHC,Freedom Holding Corp.,Capital Markets,64.07,4.7441,15.2085,0,2.43,5.9962,4.7441
VIAV,Viavi Solutions Inc.,Communication Equipment,16.67,3.3843,3.0742,0,0.2,5.2358,3.3843
FUBO,fuboTV Inc.,Broadcasting,27.05,14.001,3.0329,0,-12.82,4.8939,14.001
EPR,EPR Properties,Reit Retail,50.83,34.6212,13.5274,2.2694,-2.05,4.9659,34.6212
FNB,F.N.B. Corporation,Banks Regional,11.89,15.3529,4.2817,0.4861,0.85,3.8762,15.3529
RXRX,"Recursion Pharmaceuticals, Inc.",Biotechnology,22.51,11.1115,12.2658,0,-0.52,0.1819,11.1115
RCII,"Rent-A-Center, Inc.",Rental & Leasing Services,65.19,10.963,2.9444,1.1689,3.73,52.1111,10.963
FTDR,Frontdoor Inc.,Personal Services,44.19,-0.7176,7.0235,0,1.31,17.3412,-0.7176
CSOD,"Cornerstone OnDemand, Inc.",Software Application,56.9,4.2306,2.422,0,-0.63,11.6524,4.2306
OLK,Olink Holding AB (publ) Sponsored ADR,Diagnostics & Research,31.69,1.1651,0.0336,0,-0.03,0.2123,1.1651
BECN,"Beacon Roofing Supply, Inc.",Building Products & Equipment,53.85,31.3043,9.058,0,-1.52,100.6377,31.3043
NEU,NewMarket Corporation,Specialty Chemicals,345.78,69.0909,11.3636,7.5834,24.64,182.8182,69.0909
KFY,Korn/Ferry International,Staffing & Employment Services,71.6,25.7736,17.2453,0.4455,2.09,34.3396,25.7736
CWST,"Casella Waste Systems, Inc.",Waste Management,73.31,7.422,3.1632,0,1.87,15.8749,7.422
GEF.B,Greif Bros. Corporation,Packaging & Containers,62.66,19.5254,1.7966,1.9949,1.84,76.5254,19.5254
GEF,"Greif, Inc.",Packaging & Containers,62.65,19.5254,1.7966,1.9949,1.84,76.5254,19.5254
CD,Chindata Group Holdings Limited Sponsored ADR,Information Technology Services,10.36,4.8527,3.3927,0,-0.07,0.8646,4.8527
ACIW,"ACI Worldwide, Inc.",Software Infrastructure,31.87,10.4052,1.4224,0,0.62,11.1552,10.4052
TRTN,Triton International Limited,Rental & Leasing Services,56.03,37.1884,2.2029,2.1228,4.16,20.2029,37.1884
MGNI,"Magnite, Inc.",Advertising Agencies,29.73,3.9464,1.218,0,-0.55,2.2919,3.9464
CWEN,"Clearway Energy, Inc.",Utilities Renewable,31.98,15.8696,4.0435,1.8348,0.22,11.1913,15.8696
VSAT,Viasat Inc.,Communication Equipment,52.25,35.6212,4.4848,0,0.06,34.1818,35.6212
FN,Fabrinet,Electronic Components,101.35,30.0811,14.8108,0,4.02,50.7838,30.0811
SPWR,SunPower Corporation,Solar,21.62,2.3765,1.4,0,2.41,6.6176,2.3765
ONTO,Onto Innovation Inc.,Semiconductors,75.87,25.7449,7.6115,0,0.63,11.3256,25.7449
CVLT,"CommVault Systems, Inc.",Software Application,80.78,8.4462,8.5149,0,-0.66,15.5078,8.4462
TRUP,"Trupanion, Inc.",Insurance Specialty,92.91,9.4799,6.4068,0,-0.16,14.0001,9.4799
PSN,Parsons Corporation,Specialty Industrial Machinery,36.15,17.9604,4.8218,0.0576,0.97,38.802,17.9604
VALN,Valneva SE Sponsored ADR,Biotechnology,38.5,1.0468,2.7642,0,-0.8713,1.4917,1.0468
VRM,"Vroom, Inc.",Auto & Truck Dealerships,27.23,16.8082,14.9315,0,-2.76,18.6027,16.8082
VEON,VEON Ltd.,Telecom Services,2.12,0.0933,0.9142,0.1984,-0.2086,4.9114,0.0933
SKY,Skyline Corporation,Residential Construction,65.38,9.9756,4.6067,0,1.49,24.9298,9.9756
PRFT,"Perficient, Inc.",Information Technology Services,116.08,12.3951,2.6171,0,0.93,19.2537,12.3951
EPRT,"Essential Properties Realty Trust, Inc.",Reit Diversified,31.85,16.5249,0.3462,0.9073,0,1.7166,16.5249
ENS,Enersys,Electrical Equipment & Parts,86.75,35.9302,10.5116,0.6933,3.32,69.2558,35.9302
CCU,"Compania Cervecerias Unidas, S.A.",Beverages Brewers,20.04,9.9131,2.8751,0.7187,0.68,13.0709,9.9131
BE,Bloom Energy Corporation,Electrical Equipment & Parts,21.42,0.5695,2.1554,0,-1.14,5.7255,0.5695
HGV,Hilton Grand Vacations Inc.,Resorts & Casinos,43.19,4.4,6.1882,0,-2.36,10.5176,4.4
LXP,Lexington Realty Trust,Reit Diversified,13.42,7.3844,0.6706,0.4507,0.66,1.238,7.3844
IBP,"Installed Building Products, Inc.",Building Products & Equipment,125.88,10.6333,7.7333,0,3.27,55.1,10.6333
LTHM,Livent Corporation,Specialty Chemicals,24.86,3.87,0.0793,0,-0.13,1.9713,3.87
SXT,Sensient Technologies Corporation,Specialty Chemicals,87.72,22.2381,0.5952,1.5728,2.59,31.7143,22.2381
DBC,Invesco DB Commodity Index Tracking ETF,Other,19.205,18.1436,0,0,-7.21,0.0083,18.1436
MDC,"M.D.C. Holdings, Inc.",Residential Construction,52.7,30.7246,7.3043,1.29,5.17,55.1159,30.7246
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,102.43,13.6961,12.7082,0,-1.72,6.43,13.6961
HOMB,"Home BancShares, Inc.",Banks Regional,22.33,15.7583,7.642,0.5302,1.3,4.2086,15.7583
BRFS,BRF S.A.,Packaged Foods,4.55,2.0433,1.8779,0,0.3292,9.3933,2.0433
RRC,Range Resources Corporation,Oil & Gas E&P,15.14,6.7967,0,0,-2.95,7.39,6.7967
GLPG,Galapagos NV,Biotechnology,55.9,50.3492,97.323,0,-5.7553,9.0148,50.3492
DDD,3D Systems Corporation,Computer Hardware,29.99,3.6633,0.638,0,-1.27,4.7393,3.6633
TMHC,Taylor Morrison Home Corporation,Residential Construction,28.55,27.3828,4.1719,0,1.88,47.8828,27.3828
TEX,Terex Corporation,Farm & Heavy Construction Machinery,52.2,13.1714,9.5,0.12,-0.15,43.9429,13.1714
FROG,JFrog Ltd.,Software Application,38.97,11.9147,12.865,0,-0.2,3.2444,11.9147
OUT,OUTFRONT Media Inc.,Reit Specialty,25.04,9.4236,4.9444,0.5215,-0.56,8.5833,9.4236
FHB,"First Hawaiian, Inc.",Banks Regional,28.11,21.1255,8.014,1.0401,1.43,5.6159,21.1255
SSRM,Silver Standard Resources Inc.,Gold,16.6,26.0921,5.8767,0,0.9262,5.9467,26.0921
SIX,Six Flags Entertainment Corporation New,Leisure,42.41,-13.6353,1.8588,0.2647,-4.99,4.2,-13.6353
ATCO,Atlas Corp.,Asset Management,14.75,15.0127,1.3043,0.4969,0.52,5.8844,15.0127
DEN,Denbury Inc.,Oil & Gas E&P,71.14,21.08,0.04,0,-29.66,14.76,21.08
IHRT,"iHeartMedia, Inc.",Broadcasting,24.76,82.6964,57.2209,0,-13.12,233.9627,82.6964
ABG,"Asbury Automotive Group, Inc.",Auto & Truck Dealerships,190.86,47.6842,0.0526,0,13.18,375.3684,47.6842
CARG,"CarGurus, Inc.",Internet Content & Information,30.95,3.3103,2.5745,0,0.68,4.8864,3.3103
IOVA,"Iovance Biotherapeutics, Inc.",Biotechnology,23.51,4.7469,4.5512,0,-1.88,0,4.7469
FUL,H. B. Fuller Company,Specialty Chemicals,68.32,26.5577,1.9423,0.6435,2.36,53.6538,26.5577
SABR,Sabre Corporation,Information Technology Services,11.28,1.2276,5.1724,0.1329,-4.42,4.6,1.2276
LCII,LCI Industries,Recreational Vehicles,144.26,36.32,2.08,2.816,6.27,111.84,36.32
AAON,"AAON, Inc.",Building Products & Equipment,68.72,6.7256,1.5773,0.3798,1.49,9.8632,6.7256
COKE,Coca-Cola Bottling Co. Consolidated,Beverages Non Alcoholic,399.95,56.9989,6.0881,1.0416,18.29,556.3333,56.9989
SEMR,"SEMrush Holdings, Inc.",Software Application,26.52,0.0832,0.2634,0,-0.05,0.9257,0.0832
HAIN,"The Hain Celestial Group, Inc.",Packaged Foods,36.12,15.1931,0.7569,0,-0.78,19.6568,15.1931
FA,First Advantage Corporation,Other,23.45,5.1944,1.0075,0,-0.55,3.3309,5.1944
NJR,NewJersey Resources Corporation,Utilities Regulated Gas,37.19,19.4211,1.9579,1.24,2.04,20.5579,19.4211
TGTX,"TG Therapeutics, Inc.",Biotechnology,27.07,4.503,5.2493,0,-2.42,0.0013,4.503
PCH,Potlatch Corporation,Reit Specialty,52.76,19.4776,3.7612,1.6097,2.47,15.5373,19.4776
ALE,"Allete, Inc.",Utilities Diversified,67.99,44.1346,0.8654,2.4654,3.36,22.4808,44.1346
AMRC,"Ameresco, Inc.",Engineering & Construction,69.14,10.2708,1.8333,0,1.1,21.5,10.2708
AIT,"Applied Industrial Technologies, Inc.",Industrial Distribution,91.45,23.9231,6.6154,1.2991,3.68,82.9744,23.9231
CIM,Chimera Investment Corporation,Reit Mortgage,15.27,17.7418,1.2629,1.5147,0.07,3.2488,17.7418
NSIT,"Insight Enterprises, Inc.",Information Technology Services,101.01,38.3429,3.6571,0,4.87,238.3143,38.3429
INST,"Instructure Holdings, Inc.",Other,25.05,7.7507,1.0401,0,-1.43,2.1518,7.7507
CLOV,"Clover Health Investments, Corp.",Healthcare Plans,8.61,6.0986,0.2152,0,-0.05,0.0009,6.0986
ENBL,"Enable Midstream Partners, LP",Oil & Gas Midstream,8.02,16.1762,0.0069,0.8375,0.12,5.6133,16.1762
FCFS,"First Cash, Inc.",Credit Services,85.92,30.5714,1.5714,1.0655,2.56,38.8333,30.5714
AEIS,"Advanced Energy Industries, Inc.",Electrical Equipment & Parts,91.09,21.4474,12.7105,0,3.49,37.2632,21.4474
MIC,Macquarie Infrastructure Company,Airports & Air Services,39.84,10.1724,21.1379,1,-10.96,9.7356,10.1724
HI,Hillenbrand Inc,Specialty Industrial Machinery,46.2,14.5068,4.274,0.8685,-0.82,34.4795,14.5068
ABCB,Ameris Bancorp,Banks Regional,50.07,38.3623,30.6892,0.6041,3.77,15.2609,38.3623
FSK,FS KKR Capital Corp.,Asset Management,23.11,24.9094,1.5367,2.7355,-3.26,1.1988,24.9094
SPB,Spectrum Brands Holdings Inc.,Household & Personal Products,80.79,31.2889,11.8222,1.6889,2.18,88.0889,31.2889
PD,PagerDuty Inc.,Software Application,41.84,4.6063,7.0374,0,-0.87,2.6824,4.6063
SR,Spire Inc.,Utilities Regulated Gas,66.63,49.451,0.0784,2.5098,1.44,36.3725,49.451
DAN,Dana Incorporated,Auto Parts,23.86,12.1241,4.0345,0.1793,-0.21,49.0138,12.1241
WTM,"White Mountains Insurance Group, Ltd.",Insurance Property & Casualty,1125.23,1272.6333,285.8333,1.3,226.97,393.6667,1272.6333
SBRA,"Sabra Healthcare REIT, Inc.",Reit Healthcare Facilities,15.96,16.5306,0.32,1.3495,0.67,2.8634,16.5306
MAC,Macerich Company (The),Reit Retail,16.74,15.4589,3.3082,1.2319,0,5.3836,15.4589
GRP.U,Granite Real Estate Inc.,Other,59.48,43.7004,9.2619,1.8168,5.67,3.7904,43.7004
SHAK,"Shake Shack, Inc.",Restaurants,88.03,10.9618,4.9557,0,-1.14,14.0824,10.9618
EBS,Emergent Biosolutions Inc.,Drug Manufacturers Specialty & Generic,64.16,27.3019,11.7358,0,5.67,29.3396,27.3019
ULCC,"Frontier Group Holdings, Inc.",Airlines,16.01,1.4419,1.7581,0,-1.05,5.814,1.4419
CBRL,"Cracker Barrel Old Country Store, Inc.",Restaurants,144.45,17.4167,18.2083,3.9393,-1.36,105.125,17.4167
MATX,"Matson, Inc.",Marine Shipping,78.78,22.3488,0.4651,0.9116,4.44,55.4186,22.3488
EBC,"Eastern Bankshares, Inc.",Banks Regional,19.9,19.952,11.9553,0,0.13,3.381,19.952
TCBI,"Texas Capital Bancshares, Inc.",Banks Regional,67.64,57.42,184.1276,0,1.12,21.06,57.42
RIOT,"Riot Blockchain, Inc.",Software Application,38.57,6.6006,5.5985,0,-0.3,0.2878,6.6006
SOGO,Sogou Inc. Sponsored ADR,Internet Content & Information,8.82,2.5403,2.8182,0,-0.28,2.4052,2.5403
SITC,SITE CENTERS CORP.,Reit Retail,16.2,10.0622,0.3834,0.5129,0.08,2.544,10.0622
QFIN,"360 DigiTech, Inc. Sponsored ADR",Credit Services,22.22,9.7315,6.953,0,1.7,13.1879,9.7315
BOH,Bank of Hawaii Corporation,Banks Regional,85.41,34.6119,15.458,2.7044,3.86,16.2424,34.6119
VG,Vonage Holdings Corp.,Telecom Services,13.55,2.4512,0.1748,0,-0.15,5.0732,2.4512
LILAK,Liberty Global PLC,Telecom Services,14.55,13.852,4.5612,0,-3.51,19.2092,13.852
ENIC,Enersis Chile S.A.,Utilities Regulated Electric,2.5,3.3778,0.312,0.2939,-0.05,2.4297,3.3778
URBN,"Urban Outfitters, Inc.",Apparel Retail,34.54,15.0714,5.8163,0,0.01,35.2041,15.0714
BBU,Brookfield Business Partners L.P.,Conglomerates,42.96,24.0973,64.0404,0.4625,-1.1931,475.5593,24.0973
MUR,Murphy Oil Corporation,Oil & Gas E&P,21.97,27.3636,2.0195,0.9069,-7.48,11.3766,27.3636
ISBC,"Investors Bancorp, Inc.",Banks Regional,14.43,11.4831,0.7222,0.5071,0.94,3.3602,11.4831
KRTX,"Karuna Therapeutics, Inc.",Biotechnology,115,12.816,12.1882,0,-2.59,0,12.816
SMPL,The Simply Good Foods Company,Packaged Foods,35.35,12.121,1.0216,0,0.67,8.6905,12.121
EDU,"New Oriental Education & Technology Group, Inc.",Education & Training Services,2,1.6053,2.0663,0,0.2437,2.1154,1.6053
ADGI,"Adagio Therapeutics, Inc.",Other,30.38,0.9376,1.0336,0,-0.59,0,0.9376
APLE,"Apple Hospitality REIT, Inc.",Reit Hotel & Motel,15.02,13.5223,0.1518,0.3008,-0.77,2.6875,13.5223
VERV,"Verve Therapeutics, Inc.",Biotechnology,70.33,-1.3255,1.4956,0,-0.95,0,-1.3255
LILA,Liberty Latin America Ltd.,Telecom Services,14.4,13.852,4.5612,0,-3.51,19.2092,13.852
FLOW,"SPX FLOW, Inc.",Specialty Industrial Machinery,80.45,25.3571,10.5238,0.0667,0.14,32.1667,25.3571
DBRG,"DigitalBridge Group, Inc.",Reit Diversified,7.01,5.2813,1.8266,0.2249,-5.81,2.6113,5.2813
ATRC,"AtriCure, Inc.",Medical Instruments & Supplies,74.48,9.7898,5.7975,0,-1.14,4.9028,9.7898
MTDR,Matador Resources Company,Oil & Gas E&P,28.68,11.0948,0.7845,0,-5.11,7.3707,11.0948
EVTC,"Evertec, Inc.",Software Infrastructure,46.38,4.6981,3.0718,0.1999,1.43,7.097,4.6981
TROX,Tronox Holdings PLC,Chemicals,21.76,11.8741,4.5315,0.2797,6.69,19.3357,11.8741
KEX,Kirby Corporation,Marine Shipping,55.64,51.4,1.3333,0,-4.55,36.1833,51.4
AWR,American States Water Company,Utilities Regulated Water,90.44,17.4078,1.0033,1.28,2.33,13.2387,17.4078
VERX,"Vertex, Inc.",Software Application,22.62,1.5397,2.0694,0.9978,-0.54,2.5584,1.5397
COOP,MR. COOPER GROUP INC,Mortgage Finance,38.8,27.5055,10.033,0,3.2,26.9341,27.5055
BLKB,"Blackbaud, Inc.",Software Application,69.81,8.841,0.7471,0.1237,0.16,18.9525,8.841
ABM,ABM Industries Incorporated,Specialty Business Services,49.74,22.3881,5.8806,0.7358,0,89.3731,22.3881
ONEM,"1Life Healthcare, Inc.",Health Information Services,24.33,4.0752,5.0791,0,-0.66,2.8083,4.0752
CCOI,"Cogent Communications Holdings, Inc.",Telecom Services,71.93,-6.3768,8.0744,2.8165,0.13,12.3641,-6.3768
WBT,"Welbilt, Inc.",Specialty Industrial Machinery,23.41,1.9362,0.8865,0,-0.05,8.1773,1.9362
AMEH,"Apollo Medical Holdings, Inc.",Medical Care Facilities,75.08,9.0592,7.1498,1.4333,1.01,18.8126,9.0592
SGRY,"Surgery Partners, Inc.",Medical Care Facilities,47.82,11.2245,6.4898,2.2367,-3.19,37.9592,11.2245
AJRD,"Aerojet Rocketdyne Holdings, Inc.",Aerospace & Defense,41.44,3.039,15.0649,0,1.66,26.9221,3.039
RRR,"Red Rock Resorts, Inc.",Resorts & Casinos,47.02,4.9718,1.7746,0.168,-2.13,16.6479,4.9718
YMM,Full Truck Alliance Co. Ltd. Sponsored ADR,Software Application,14.69,21.7602,16.8649,0,,2.1843,21.7602
ALLO,"Allogene Therapeutics, Inc.",Biotechnology,24.4,8.9723,6.8788,0,-2.08,0,8.9723
NGVT,Ingevity Corporation,Specialty Chemicals,82.05,15.6585,6.3171,0,4.37,29.6585,15.6585
PRVA,"Privia Health Group, Inc.",Health Information Services,31.91,1.3882,0.8006,0,0.3,7.7293,1.3882
VSH,"Vishay Intertechnology, Inc.",Semiconductors,22.6,10.869,5.3655,0.3791,0.85,17.2552,10.869
JW.A,"John Wiley & Sons, Inc.",Publishing,58.7,19.4821,1.6786,1.3739,2.63,34.6786,19.4821
PHR,"Phreesia, Inc.",Health Information Services,72.12,6.6627,5.536,0,-0.69,3.7621,6.6627
MCY,Mercury General Corporation,Insurance Property & Casualty,59.45,36.9636,6.336,2.5389,6.77,68.8182,36.9636
SHOO,"Steven Madden, Ltd.",Footwear & Accessories,41.38,9.8354,3.6329,0.1577,-0.23,15.2152,9.8354
ALGT,Allegiant Travel Company,Airlines,191.18,43.6875,43.9375,0.7101,-11.53,61.875,43.6875
NWE,NorthWestern Corporation,Utilities Diversified,63.98,40.7647,0.3333,2.3598,3.06,23.5098,40.7647
COMM,"CommScope Holding Company, Inc.",Communication Equipment,15.97,1.802,2.6492,0,-3.2,42.8223,1.802
HLNE,Hamilton Lane Inc.,Asset Management,90.42,7.179,2.7147,2.3132,2.81,10.5246,7.179
KTB,"Kontoor Brands, Inc.",Apparel Manufacturing,56.5,1.4912,4.3509,0.9608,1.17,36.807,1.4912
